naics_code,description
541614,"This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations in: (1) manufacturing operations improvement; (2) productivity improvement; (3) production planning and control; (4) quality assurance and quality control; (5) inventory management; (6) distribution networks; (7) warehouse use, operations, and utilization; (8) transportation and shipment of goods and materials; and (9) materials management and handling.

Illustrative Examples:

Freight rate or tariff rate consulting services
Productivity improvement consulting services
Manufacturing management consulting services
Inventory planning and control management consulting services
Transportation management consulting services


Cross-References. Establishments primarily engaged in--"
541618,"This U.S. industry comprises establishments primarily engaged in providing management consulting services (except administrative and general management consulting; human resources consulting; marketing consulting; or process, physical distribution, and logistics consulting).  Establishments providing telecommunications or utilities management consulting services are included in this industry.

Cross-References. Establishments primarily engaged in--"
541620,"This industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on environmental issues, such as the control of environmental contamination from pollutants, toxic substances, and hazardous materials.  These establishments identify problems (e.g., inspect buildings for hazardous materials), measure and evaluate risks, and recommend solutions.  They employ a multidisciplined staff of scientists, engineers, and other technicians with expertise in areas, such as air and water quality, asbestos contamination, remediation, ecological restoration, and environmental law.  Establishments providing sanitation or site remediation consulting services are included in this industry.

Cross-References."
541690,"This industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on scientific and technical issues (except environmental).

Illustrative Examples:

Agricultural consulting services
Motion picture consulting services
Biological consulting services
Physics consulting services
Chemical consulting services
Radio consulting services
Economic consulting services
Safety consulting services
Energy consulting services	
Security consulting services


Cross-References. Establishments primarily engaged in--"
541713,"This U.S. industry comprises establishments primarily engaged in conducting nanotechnology research and experimental development.  Nanotechnology research and experimental development involves the study of matter at the nanoscale (i.e., a scale of about 1 to 100 nanometers).  This research and development in nanotechnology may result in development of new nanotechnology processes or in prototypes of new or altered materials and/or products that may be reproduced, utilized, or implemented by various industries.

Cross-References. Establishments primarily engaged in--"
541714,"This U.S. industry comprises establishments primarily engaged in conducting biotechnology (except nanobiotechnology) research and experimental development.  Biotechnology (except nanobiotechnology) research and experimental development involves the study of the use of microorganisms and cellular and biomolecular processes to develop or alter living or non-living materials.  This research and development in biotechnology (except nanobiotechnology) may result in development of new biotechnology (except nanobiotechnology) processes or in prototypes of new or genetically-altered products that may be reproduced, utilized, or implemented by various industries.

Illustrative Examples:

Cloning research and experimental development laboratories 
DNA technologies (e.g., microarrays) research and experimental development laboratories
Nucleic acid chemistry research and experimental development laboratories
Protein engineering research and experimental development laboratories
Recombinant DNA research and experimental development laboratories 


Cross-References. Establishments primarily engaged in--"
541715,"This U.S. industry comprises establishments primarily engaged in conducting research and experimental development (except nanotechnology and biotechnology research and experimental development) in the physical, engineering, and life sciences, such as agriculture, electronics, environmental, biology, botany, computers, chemistry, food, fisheries, forests, geology, health, mathematics, medicine, oceanography, pharmacy, physics, veterinary, and other allied subjects.

Cross-References. Establishments primarily engaged in--"
541720,"This industry comprises establishments primarily engaged in conducting research and analyses in cognitive development, sociology, psychology, language, behavior, economic, and other social science and humanities research.

Cross-References. Establishments primarily engaged in--"
541810,"This industry comprises establishments primarily engaged in creating advertising campaigns and placing such advertising in print and digital periodicals, newspapers, radio and television, or other media.  These establishments are organized to provide a full range of services (i.e., through in-house capabilities or subcontracting), including advice, creative services, account management, production of advertising content, media planning, and buying (i.e., placing advertising).

Cross-References. Establishments primarily engaged in--"
541820,"This industry comprises establishments primarily engaged in designing and implementing public relations campaigns.  These campaigns are designed to promote the interests and image of their clients.  Establishments providing lobbying, political consulting, or public relations consulting are included in this industry.
"
541830,"This industry comprises establishments primarily engaged in purchasing advertising time or space from media outlets and reselling it to advertising agencies or individual companies directly.

Cross-References. Establishments primarily engaged in--"
541840,"This industry comprises establishments of independent representatives primarily engaged in selling media time or space for media owners.

Illustrative Examples:

Newspaper advertising representatives (i.e., independent of media owners)
Radio advertising representatives (i.e., independent of media owners)
Publishers' advertising representatives (i.e., independent of media owners)
Television advertising representatives (i.e., independent of media owners)


Cross-References. Establishments primarily engaged in--"
541850,"This industry comprises establishments primarily engaged in creating and designing public display advertising campaign materials, such as printed, painted, or electronic displays; and/or placing such displays on indoor or outdoor billboards and panels, or on or within transit vehicles or facilities, shopping malls, retail (in-store) displays, and other display structures or sites.

Cross-References. Establishments primarily engaged in--"
541860,"This industry comprises establishments primarily engaged in (1) creating and designing advertising campaigns for the purpose of distributing advertising materials (e.g., coupons, flyers, samples) or specialties (e.g., keychains, magnets, pens with customized messages imprinted) by mail or other direct distribution and/or (2) preparing such advertising materials or specialties for mailing or other direct distribution.  These establishments may also compile, maintain, sell, and rent mailing lists.

Cross-References. Establishments primarily engaged in--"
541870,"This industry comprises establishments primarily engaged in the direct distribution or delivery of advertisements (e.g., circulars, coupons, handbills) or samples.  Establishments in this industry use methods, such as delivering advertisements or samples door-to-door, placing flyers or coupons on car windshields in parking lots, or handing out samples in retail stores.

Cross-References. Establishments primarily engaged in--"
541890,"This industry comprises establishments primarily engaged in providing advertising services (except advertising agency services, public relations agency services, media buying agency services, media representative services, display advertising services, direct mail advertising services, advertising material distribution services, and marketing consulting services).

Illustrative Examples:

Advertising specialties (e.g., keychains, magnets, pens) distribution services (except direct mail)
Sign lettering and painting services
Display lettering services
Store window dressing or trimming services
Mannequin decorating services
Welcoming services (i.e., advertising services)
Merchandise demonstration services


Cross-References. Establishments primarily engaged in--"
541910,"This industry comprises establishments primarily engaged in systematically gathering, recording, tabulating, and presenting marketing and public opinion data.

Illustrative Examples:

Broadcast media rating services
Political opinion polling services
Marketing analysis or research services
Statistical sampling services
Opinion research services


Cross-References. Establishments primarily engaged in--"
541921,"This U.S. industry comprises establishments known as portrait studios primarily engaged in providing still, video, or digital portrait photography services.

Illustrative Examples:

Home photography services
School photography services
Passport photography services
Videotaping services for special events (e.g., weddings)


Cross-References. Establishments primarily engaged in--"
541922,"This U.S. industry comprises establishments primarily engaged in providing commercial photography services, generally for advertising agencies, publishers, and other business and industrial users.

Cross-References. Establishments primarily engaged in--"
541930,"This industry comprises establishments primarily engaged in translating written material and interpreting speech from one language to another and establishments primarily engaged in providing sign language services.

Cross-References. Establishments primarily engaged in--"
541940,"This industry comprises establishments of licensed veterinary practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery for animals; and establishments primarily engaged in providing testing services for licensed veterinary practitioners.

Illustrative Examples:

Animal hospitals
Veterinary clinics
Veterinarians' offices
Veterinary testing laboratories


Cross-References. Establishments primarily engaged in--"
541990,"This industry comprises establishments primarily engaged in the provision of professional, scientific, or technical services (except legal services; accounting, tax preparation, bookkeeping, and related services; architectural, engineering, and related services; specialized design services; computer systems design and related services; management, scientific, and technical consulting services; scientific research and development services; advertising, public relations, and related services; market research and public opinion polling; photographic services; translation and interpretation services; and veterinary services).

Illustrative Examples:

Appraisal (except real estate) services
Marine surveyor (i.e., appraiser) services
Arbitration and conciliation services (except by lawyer, attorney, or paralegal offices)
Patent broker services (i.e., patent marketing services)
Commodity inspector services
Pipeline or power line inspection (i.e., visual) services
Consumer credit counseling services
Weather forecasting services
Handwriting analysis services 


Cross-References. Establishments primarily engaged in--"
